Short name,Official name,English name ,Municipality ,Address,Coordinates,URL,Designated,Criteria,Description,Short description,Object type,Construction year,Architect
Vakuf Čokadži Sulejmana,Istorijska građevina – Stambeno - poslovni objekat Vakufa Čokadži Sulejmana u Sarajevu,"Čokadži Sulejman Vakuf mixed-use building, the historic building ",Sarajevo - Stari Grad ,"Austrijski Trg br. 8, 71000 Sarajevo","43.8561301 N
18.4294492 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3370?return=&page=3&search=idgrad:undefined:86|,23/11/2011,"A, C(i,ii,iii,iv,v,vi), F(ii), G(i,ii), I(i,ii,iii)","Stambeno - poslovna zgrada Vakufa Čokadži hadži Sulejmana u Sarajevu predstavlja jedno od najznačajnijih ostvarenja moderne, iz perioda između dva svjetska rata, iz opusa pionira bosanskohercegovačke moderne Reufa Kadića, koje je uradio u svega tri godine - od 1938. do 1940. godine. Pored toga, objekat ima veliku dokumentarnu i ambijentalnu vrijednost, s obzirom da predstavlja autentično svjedočanstvo o urbanističkoj koncepciji vezanoj za Sarajevo u međuratnom periodu. Realizacija zgrade Vakufa Čokadži hadži Sulejmana pripada drugom periodu razvoja međuratnog graditeljstva u Sarajevu koji počinje 1926. godine, kada se na sarajevskoj arhitektonskoj sceni učvršćuje nova generacija arhitekata školovanih na naprednim srednjoevropskim arhitektonskim školama.","Stambeno - poslovna zgrada Vakufa Čokadži hadži Sulejmana predstavlja jedno od najznačajnijih ostvarenja moderne, iz opusa pionira bosanskohercegovačke moderne Reufa Kadića.",Stambeno-poslovni objekat,1939. godina,Reuf Kadić
Stambeno - poslovni objekat Vakufa Hovadža Kemaludina,Istorijska građevina – Stambeno - poslovni objekat Vakufa Hovadža Kemaludina (Mekteb) u Sarajevu,"Vakuf of Hovadža Kemaludin (Mekteb), the historic mixed-used building ",Sarajevo - Stari Grad ,,"43.8585975 N
18.422514 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3373?return=&page=3&search=idgrad:undefined:86|,27/3/2012,"A, C(i,ii,iii,iv,v), D(iii), F(ii), G(i,ii,iii,v), I(i,ii,iii)","U periodu između dva svjetska rata u arhitekturi gradskih područja Bosne i Hercegovine se počinju osjećati snažni evropski uticaji moderne, a to se pogotovo osjeća na primjeru Sarajeva.  U doba gradnje, objekat je predstavljao jedan od najreprezentativnijih i najopremljenijih stambeno-poslovnih objekata u gradu, a danas ima veliku dokumentarnu vrijednost u sklopu ambijentalne cjeline Ferhadija ulice u najstrožem centru Sarajeva. Objekat je na spratovima imao stambenu funkciju, a u prvobitnoj formi, u prizemlju je radila čuvena sarajevska slastičarna „Ramiz“. Stambeno - poslovni objekat je u vrlo dobrom konstruktivnom stanju, s izuzetkom fasada usmjerenih ka unutrašnjem dvorištu koje su neodržavane. ",U doba gradnje objekat je predstavljao jedan od najreprezentativnijih i najopremljenijih stambeno-poslovnih objekata u gradu. Danas ima veliku dokumentarnu vrijednost.,Stambeno-poslovni objekat,1939. godina,Reuf Kadić
Stara crkva na Baščaršiji,Graditeljska cjelina - Stara pravoslavna crkva (Crkva svetih arhanđela Mihaila i Gavrila) u Sarajevu,"Old orthodox church (Church of the archangels Michael and Gabriel), the architectural ensemble",Sarajevo - Stari Grad ,"Mula Mustafe Bašeskije br. 59, Baščaršija, 71000 Sarajevo ","43.8602959 N
18.4299071 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/2859?return=&page=3&search=idgrad:undefined:86|,05/09/2006,Decision is not available online ,"Stara crkva na Baščaršiji predstavlja jedan od najstarijih sakralnih objekata u Bosni i Hercegovini. Po arheološkim podacima crkva potiče iz srednjeg vijeka. Pisani podaci o tačnom vremenu gradnje nisu sačuvani. Prvi pisani trag o crkvi javlja se u XV vijeku. U 16. vijeku ima više podataka o sveštenicima crkve, a u 17. vijeku stradala je od požara tri puta. Pošto su sanirane posledice poslijednjeg požara iz 1656. godine crkvi je poklonjen polijelej, dva kamena svijećnjaka pred oltarom i novi drveni ikonostas u rezbariji. Crkva je krajem 17. vijeka opljačkana prilikom provale Evgenija Savojskog u Bosnu i Sarajevo. U narednom vijeku crkva je dva puta oštećena u požarima prvo 1724., a zatim i 1788. godine. Poslije prvog požara obnovljena je 1730., a 1734. godine, obnovljen je donji dio ikonostasa. U drugom požaru izgorio je krov crkve, koji je popravljen 1793. godine.  Odlikuje je stil srednjovjekovnih srpsko-vizantijskih građevina.",Stara crkva na Baščaršiji predstavlja jedan od najstarijih sakralnih objekata u Bosni i Hercegovini. Po arheološkim podacima crkva potiče iz srednjeg vijeka.,Sakralni objekat (crkva),Decision is not available online ,Arhitekta nepoznat
Vratnik,Graditeljska cjelina – Stari grad Vratnik u Sarajevu,"Old Vratnik Fort, the architectural ensemble",Sarajevo - Stari Grad ,"Vratnik, 71000 Sarajevo ","43.8621255 N
18.4385534 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/2547?return=&page=4&search=idgrad:undefined:86|,16/3/2005,"A, B, C(iii,iv), D(i,iii,iv), E(v), F(ii), G(iv)","Nacionalni spomenik čine arheološki ostaci, ostaci zidova, tabije Strošićka, Bijela, Žuta, na Ravnim bakijama i na Zmajevcu, kapije i kapi-kule: Višegradska, na Ploči i Širokac.  Stari grad Vratnik, čija je teritorija zaokružena u osmanskom periodu, između 1729. i 1816. godine, nalazi se na istočnom kraju urbanog jezgra Sarajeva. Glavni punkt ovoga grada je Bijela tabija, podignuta na jugoistočnom stjenovitom izdanku viših brdskih predjela. Tu je razgraničenje stjenovitih obala Miljacke i ulaz u kotlinu srednjeg toka rijeke Miljacke, Sarajevsko polje i poriječje gornjeg toka rijeke Bosne, odnosno prelaz iz jednog geografskog područja u drugo. Zato se cijeli grad zove Vratnik. Arheološka istraživanja su pokazala da se radi o višeslojnom arheološkom lokalitetu i arhitektonskom fortifikacionom kompleksu iz više istorijskih perioda","Nacionalni spomenik čine arheološki ostaci, ostaci zidova, tabije Strošićka, Bijela, Žuta, na Ravnim bakijama i na Zmajevcu, kapije i kapi-kule: Višegradska, na Ploči i Širokac.",Stari grad,Srednji vijek,/
Muzej Jevreja,"Istorijska građevina – Stari jevrejski hram ( Il Kal Grandi -Veliki hram, ili Il Kal Vježu -Stari hram ili Stara sinagoga) u Sarajevu","Old Jewish synagogue, or Il kal grandi (The Large Synagogue), or Il kal vježu (The Old Synagogue), or The Old Synagogue, the historic building",Sarajevo - Stari Grad ,"Velika avlija Laure Papo Bahorete, 71000 Sarajevo","43.8597798 N
18.4277522 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/1861?return=&page=4&search=idgrad:undefined:86|,7/10/2003,"A, B, D(ii,iv,v), E(iii,v), F(i,ii,iii), G, H(i)","Stari jevrejski hram (Sefardska sinagoga) je jedan od najvrijednijih jevrejskih spomenika kulture u Bosni i Hercegovini. U skladu sa materijalnim, i u ono vrijeme društvenim položajem Jevreja u Sarajevu, hram je bio skromnih dimenzija i po spoljašnjosti skromne obrade, iako se po nekim detaljima i osnovnoj koncepciji dispozicije nazire sličnost sa arhitekturom hramova Španije. Njegova arhitektonska forma je skladna i čista, pomalo rustična. Sinagoga je 1966. godine pretvorena u Muzej Jevreja Bosne i Hercegovine u kome su pohranjeni eksponati Muzeja grada Sarajeva. Umjesto muzejske postavke ovdje su privremeno smješteni depoi ukupnog fundusa Muzeja Sarajeva i poslovni prostor muzeja.",Stari jevrejski hram (Sefardska sinagoga) je jedan od najvrijednijih jevrejskih spomenika kulture u Bosni i Hercegovini. Objekat je 1966. godine pretvoren u muzej.,"Sakralni objekat (sinagoga), Muzej",1581. godina,Arhitekta nepoznat
Staro groblje Mrkovići,"Istorijsko područje – Stećak i staro muslimansko groblje u Mrkovićima, opština Centar Sarajevo","Stećak and old Muslim burial ground in Mrkoviæi, the historic site",Sarajevo - Centar ,"Nahorevo, Mrkovići, 71000 Sarajevo","43.8971389 N
18.4354316 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3303?return=&page=4&search=idgrad:undefined:86|,26/10/2010,"A, B, C(i,ii,iii,iv,v,vi), D(i,ii,iii,iv,v), E(iii,v), F, G(v), H, I(i,ii)","Nacionalni spomenik čine jedno grobno mjesto sa stećkom, 12 grobnih mjesta sa nišanima i dva nišana koja nisu in situ. Poseban značaj istorijskom području Mrkovića daje izmiješanost grobalja iz različitih istorijskih perioda - u neposrednoj blizini srednjovjekovnog groba sa stećkom nalazi se muslimansko groblje iz perioda XVI - XIX vijeka, što potvrđuje kontinuitet sahranjivanja na ovom području. Na ovom lokalitetu zastupljen je jedan oblik stećaka – sljemenjak sa postoljem bez ukrasa i pet oblika nišana; stela, muški nišan kvadratne osnovice sa turbanom u gužve, muški nišan kvadratne osnovice sa aginskim turbanom, kameni nišan kružne osnovice i osmougaoni nišan. Ukrasi zastupljeni na nišanima su; krugovi i polujabuke rađeni u vidu reljefnog ispupčenja i udubljenja.
","Nacionalni spomenik čine jedno grobno mjesto sa stećkom, 12 grobnih mjesta sa nišanima i dva nišana koja nisu in situ. Poseban značaj istorijskom području Mrkovića daje izmiješanost grobalja iz različitih istorijskih perioda.",Groblje,XVI – XIX ,/
Staro groblje na Kovačima,Grobljanska cjelina -  Staro groblje na Kovačima u Sarajevu,"Old burial ground in Kovači, the cemetery ensemble",Sarajevo - Stari Grad ,"Kovači, 71000 Sarajevo","43.8616985 N
18.4350254 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/2910?return=&page=4&search=idgrad:undefined:86|,17/1/2007,"A, B, C(i,ii,iii,iv,v,vi), D(i,ii,iii,iv,v), E(iii,v), F, G(v), H, I(i,ii)","Na području Sarajeva postoji veliki broj grobalja koja predstavljaju složene duhovne simbole prošlosti i trajanja. Kao dijelovi urbane prostorne kulture stoljetnim prisustvom u prostoru, groblja su stekla status spomenika sepulkralne umjetnosti. Staro groblje na Kovačima je jedno od njih i danas se na ovom groblju nalazi više od 200 nišana, dok ih je ranije bilo više od 400. Sa natpisom je 165 nišana. Najstariji nišan sa natpisom potiče iz 1548. godine, dok je najmlađi iz 1878. godine. Ovdje se nalazi i turbe Alije Izetbegovića, prvog predsjednika nezavisne Bosne i Hercegovine, koji je preminuo 19. oktobra 2003. godine. Groblje se redovno održava. ","Najstariji nišan sa natpisom potiče iz 1548. godine, dok je najmlađi iz 1878. godine. Ovdje se nalazi i turbe Alije Izetbegovića, prvog predsjednika nezavisne Bosne i Hercegovine. ",Groblje,XV vijek (pretpostavka),/
Tašlihan,Arheološko područje - ostaci Tašlihana u Sarajevu,"Tašlihan, the archaeological site",Sarajevo - Stari Grad ," Zelenih beretki bb, 71000 Sarajevo","43.8585342 N
18.4277979 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/2507?return=&page=4&search=idgrad:undefined:86|,03/11/2004,"A, B, C(iv,v), D(i,iv), G(i,v), H(i)","Ostaci Tašlihana nalaze se na mjestu današnje bašte Hotela „Evropa“, pored zapadnog zida Gazi Husrev-begovog bezistana. Tašlihan (Kameni han, Husrevbegov karavan-saraj ili Stari han) sagrađen je između 1540. i 1543. godine. Pri gradnji ovog objekta kao i susjednog bezistana učestvovali su majstori iz Dubrovnika. Tašlihan je gorio prvi put 1697., zatim 1831. kada je dograđen prostor za staje na krajnjem sjevernom dijelu, koji za sada nije istraživan. Potpuno je uništen u požaru 1879. godine. Urađeno je fotogrametrijsko snimanje arheološkog lokaliteta, na osnovu kojeg su ustanovljene i dokumentovane sve visinske kote, svi profili i promjene nastale tokom vremena na objektu Tašlihana.","Ostaci Tašlihana nalaze se na mjestu današnje bašte Hotela „Evropa“, pored zapadnog zida Gazi Husrev-begovog bezistana. Han je stradao u požaru 1879. godine. ",Arheološko područje,između 1540. i 1543. godine,Arhitekta nepoznat
Vatrogasna kasarna,Istorijska građevina – Vatrogasna kasarna u Sarajevu,"Fire military barrack, the historic building",Sarajevo - Centar ,"Fehima efendije Čurčića br. 1, Skenderija, 71000 Sarajevo","43.8554066 N
18.4178429 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3041?return=&page=4&search=idgrad:undefined:86|,16/7/2008,"A, B, C(iii,iv), D(iii), F(i), G(i,ii,iii,v), I(i,ii,iii)","Vatrogasna kasarna predstavlja jedno od najznačajnijih ostvarenja arhitekte Josipa Pospišila u Sarajevu i jedan je od prvih objekata te vrste u Bosni i Hercegovini. Objekat je projektovan po uzoru na jednu vatrogasnu kasarnu iz bečkog okruga. U tlocrtu, objekt je građen u obliku slova „L“, a na južnoj strani prema unutrašnjem dvorištu se nalazi dodatno krilo približno pravougaonog oblika. Fasada odaje utisak monolitnog objekta. Broj vatrogasaca je postepeno rastao, a broj motornih vozila se povećavao, pa je šezdesetih godina XX vijeka objekat proširen. Vatrogasna kasarna je u vrlo dobrom konstruktivnom stanju. ",Vatrogasna kasarna predstavlja jedno od najznačajnijih ostvarenja arhitekte Josipa Pospišila u Sarajevu i jedan je od prvih objekata te vrste u Bosni i Hercegovini.,"Javni objekat, Vatrogasna kasarna",1912. godina,Josip Pospišil
Vila Stefanija,Istorijska građevina – Vila „Stefanija” u ulici Mjedenica broj 5 u Sarajevu,"Stefania Villa in Mjedenica Street no. 5, the historic building",Sarajevo - Centar ,"Mjedenica br. 5, 71000 Sarajevo","43.8545356 N
18.4214818 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3272?return=&page=4&search=idgrad:undefined:86|,9/9/2009,"A, C(i,ii,iii,iv,v), D(iii), F(i,ii,iii), G(i,ii,iii,v), H(i), I(i,ii,iii)","Vila „Stefanija“ izgrađena je za porodicu Jegger i predstavlja jednu od najočuvanijih i najkarakterističnijih vila iz austrougarskog perioda na području Starog Grada. Posebnu vrijednost objektu daje činjenica da je građen tokom 1911. i 1912. godine u istoricističkom duhu, kada većina stvaralaca postaju sljedbenici bosanskog sloga. Objekat je izrađen od visoko kvalitetnog materijala, a očuvani zanatski detalji na objektu su izrađeni sa velikom preciznošću. Istorijska građevina ima i veliku ambijentalnu vrijednost, jer se nalazi u ambijentalnoj cjelini mahale Mjedenica gdje se skladno prožimaju arhitekture iz osmanskog, austrougarskog i razdoblja moderne.",Vila „Stefanija“ izgrađena je za porodicu Jegger i predstavlja jednu od najočuvanijih i najkarakterističnijih vila iz austrougarskog perioda na području Starog Grada.,Stambeni objekat,1912. godina,Eduard Madurowicz
"Srednja škola poljoprivrede, prehrane, veterine i uslužnih djelatnosti",Istorijska građevina – Ženska gimnazija u Sarajevu,"Girls’ Grammar School, the historic building",Sarajevo - Stari Grad ,"Hamdije Kreševljakovića br. 55, 71000 Sarajevo","43.8563179 N
18.4240948 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3390?return=&page=4&search=idgrad:undefined:86|,4/6/2012,"A, B(i,ii,iii,iv), C(i), D(i), E(i,ii), F(i,ii,iii), G(i,ii,iii,iv)","Objekt Ženske gimnazije u Sarajevu, izgrađen u duhu neorenesanse tokom austrougarskoga perioda posjeduje visoku ambijentalnu vrijednost u sklopu središnjeg gradskog jezgra. Prvobitno je objekt imao funkciju Mjesne vojne komande, da bi, početkom dvadesetih godina XX vijeka, u njega bila smještena Prva ženska gimnazija. Ta obrazovna ustanova za djevojke predstavljala je prvu školu, iz austrougarskoga perioda, gimnazijskoga tipa, koja je postala poznata po tome što je veliki broj učenica nakon polaganja mature tokom perioda između dva svjetska rata, nastavilo školovanje i steklo akademsko obrazovanje. Na objektu nisu vršeni posebni konzervacijsko–restauratorski radovi, ali su vršene adaptacije uslovljene promjenama namjene objekta koji se trenutno nalazi u relativno dobrom fizičkom stanju očuvanosti.","Objekt Ženske gimnazije u Sarajevu, izgrađen u duhu neorenesanse tokom austrougarskoga perioda, posjeduje visoku ambijentalnu vrijednost u sklopu središnjeg gradskog jezgra.",Obrazovni objekat,prije 1898. godine,Hans Niemeczek
Zgrada Ante Štambuka,Istorijska građevina – Zgrada Ante Štambuka na uglu ulica Titova i Kulovića broj 8 u Sarajevu,"Ante Štambuk building at the corner of Tito Street and no. 8 Kuloviæa Street, the historic building",Sarajevo - Centar ,"Kulovića br. 8, 71000 Sarajevo","43.8586036 N
18.4204981 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3307?return=&page=4&search=idgrad:undefined:86|,26/10/2010,"A, C(i,ii,iii,iv,v), D(iii), F(ii,iii), G(i,ii,iii,v), I(i,ii,iii,iv)","Zgrada Ante Štambuka je objekat visoke ambijentalne i dokumentarne vrijednosti vezan za austrougarski period – pripada jednoj od najznačajnijih gradskih ambijentalnih cjelina – Titovoj ulici u Sarajevu. Objekat je do danas zadržao kontinuitet stambeno-poslovne funkcije i nalazi se u vrlo dobrom konstruktivnom stanju i primjerno je održavan, uključujući konzervatorsko-restauratorske radove na fasadama. Godine 2006. izvršeni su konzervatorsko-restauratorski radovi na uličnim fasadama a objekat i dalje ima poslovno-stambenu funkciju.","Zgrada Ante Štambuka je objekat visoke ambijentalne i dokumentarne vrijednosti vezan za austrougarski period i pripada jednoj od najznačajnijih gradskih ambijentalnih cjelina, Titovoj ulici u Sarajevu.",Stambeno-poslovni objekat,1907. godina,Josip pl. Vancaš
Crveni krst,Istorijska građevina – zgrada Društva Crvenog krsta u Sarajevu,"Red Cross Society, the historic building",Sarajevo - Centar ,"Kranjčevićeva br. 2, 71000 Sarajevo","43.8581733 N
18.4116538 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3076?return=&page=4&search=idgrad:undefined:86|,11/3/2009,"A, C(iii,iv), D(iii), F(i,ii,iii), G(i,v), H(i)","Zgrada Crvenog krsta izvedena je prema prvonagrađenom konkursnom rješenju iz 1928. godine arhitekte Helen
Baldasara, koji stvara u Sarajevu u periodu između dva svjetska rata u punom duhu moderne. U arhitekturi zdravstvenih ustanova u Bosni i Hercegovini, principi moderne mogli su da imaju svoju potpuno dosljednu primjenu, pošto su tu direktno odgovarali određenim socijalnim, humanim, ekonomskim i funkcionalnim potrebama društva, što je slučaj i sa ovim objektom. Posebnost ovog projekta je što je ovo jedini objekat ovakve vrste u Bosni I Hercegovini. Objekat je imao funkciju zdravstvene i prosvjetne ustanove, ali se u njemu nalazila i bioskopska dvorana, pa je moguće govoriti i o kulturnoj funkciji. U drugoj polovini XX vijeka objekat postaje neizostavni dio kulturnog života grada, jer je u njemu smješten bioskop „Sutjeska“.
","Jedinstven objekt u BiH koji od nastanka 1928. djeluje kao zdravstvena, prosvjetna i kulturna ustanova","Javni objekat, zdravstveni i prosvjetni objekat",1929. godina,Helen Baldasar
"Hadim Ali-pašin dvor, Rijaset IZ",Istorijska građevina – Zgrada Zemaljskog vakufa (Rijaseta Islamske zajednice u Bosni i Hercegovini i Vakufske direkcije) i Hadim Ali-pašinog vakufa u Sarajevu,"Provincial Vakuf (Rijaset of the Islamic Community of Bosnia and Herzegovina and Vakuf Directorate) and the Hadim Ali pasha vakuf, the historic building",Sarajevo - Centar ,"Reisa Džemaludina Čauševića br. 4, 71000 Sarajevo","43.8571049 N
18.4141682 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/2980?return=&page=4&search=idgrad:undefined:86|,12/9/2007,"A, B, C(i,iii,iv,v), D(iii,iv), E(iii,v), F(ii,iii), G(i), H(i), I(i,ii,iii)
","Objekat Hadim Ali-pašinog dvora predstavlja jedan od najboljih primjera bosanskog sloga sa jako malo primjesa istoricizma. Zgrada je vrlo uspješno riješena, u tehničkom, oblikovnom i kompozicionom smislu do te mjere da se može govoriti o posebnom arhitektonskom jeziku. Izgradnja objekta se odvijala u dvije faze; Posebno se gradi sjeverno krilo, Hadim Ali-pašin vakuf, a posebno južno krilo, Zemaljski vakuf (Rijaset IZ u BiH i Vakufska direkcija). Rezultat je građevina koja se percipira kao jedinstvena arhitektonska i kompoziciona cjelina, iako se radi o dva fizički razdvojena objekta unutrašnjom zidnom plohom. Objekat s enalazi u dobrom fizičkom stanju očuvanosti.",Objekat Hadim Ali-pašinog dvora predstavlja jedan od najboljih primjera bosanskog sloga sa jako malo primjesa istoricizma. ,"Stambeno-poslovni objekat
",1912. godina,Josip Pospišil
Zgrada Jozefa Zadika Danona,Istorijska građevina – Zgrada Jozefa Zadika Danona u Sarajevu,"Jozef Zadik Danon building, the historic building",Sarajevo - Centar ,"Kapitol br. 2, 71000 Sarajevo","43.859217 N
18.4221266 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3306?return=&page=4&search=idgrad:undefined:86|,26/10/2010,"A, C(i,ii,iii,iv,v), D(iii), F(i,ii,iii), G(i,ii,iii,v), I(i,ii,iii)","Zgrada Jozefa Zadika Danona na uglu ulica Mula Mustafe Bašeskije i Kaptol u Sarajevu predstavlja jedan od najreprezentativnijih primjera najamne stambene zgrade iz prvog perioda stvaralaštva u doba austrougarske vlasti u Sarajevu kada se pretežno gradilo u duhu istoricizma. Zgrada je projektovana u neorenesansnom stilu, koji je u Sarajevu primjenjivan kod objekata posebnog značaja. Objekat je građen najkvalitetnijim građevinskim materijalima iz tog perioda, po propisima novog Građevinskog reda za zemaljski glavni grad Sarajevo iz 1893. godine. Ambijentalna vrijednost građevine je vezana za gradsku ambijentalnu cjelinu Titove ulice u Sarajevu. Od izgradnje do danas nisu vršene bitne izmjene na objektu, a tokom ratova koji su se odigrali u XX vijeku nije došlo do značajnijih oštećenja.","Zgrada je projektovana u neorenesansnom stilu, koji je u Sarajevu primjenjivan kod objekata posebnog značaja.",Stambeni objekat,1896. godina,Josip pl. Vancaš
Kino Apolo,Istorijska građevina – Zgrada kina Apolo u Sarajevu,"Kino Apolo building, the historic building ",Sarajevo - Centar ,"Mis Irbina br. 2, 71000 Sarajevo","43.8571852 N
18.4143078 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3902?return=&page=4&search=idgrad:undefined:86|,5/11/2014,"A, C(i,ii,iii,iv,v,vi), D(iii,iv), F(ii), G(i,ii,v), H(i,iii), I(i,ii,iii)","Zgrada kina Apolo u Sarajevu predstavlja jedno od rijetkih ostvarenja geometrijske secesije u Bosni i Hercegovini. Građevina posjeduje visoku ambijentalnu vrijednost u nizu objekata Mis Irbine ulice, izvedenih u duhu istoricizma i bosanskog sloga. Od homogenosti fasadnog platna diskretno odstupa samo treći sprat koji je nadograđen 1967. godine. Ipak ovo rješenje zbog svoje jednostavnosti nije ugrozilo izvorni koncept. Istorijska zgrada, locirana na mjestu na kojem se nalazilo prvo kino izgrađeno u Sarajevu, zadržala je kontinuitet u pogledu funkcije do druge decenije XXI vijeka kada se u objektu prestaju prikazivati filmovi.",Zgrada kina Apolo predstavlja jedno od rijetkih ostvarenja geometrijske secesije u Bosni i Hercegovini. Građevina posjeduje visoku ambijentalnu vrijednost.,"Javni objekat, Objekat kulture, Kino",1912. godina,Ludvig Huber
Kinoteka,Istorijska građevina – Zgrada Radničkog doma (Kinoteka) u Ali-pašinoj ulici br. 19 u Sarajevu,"Workers’ Club (Film Library) at no. 19 Alipašina St., the historic building",Sarajevo - Centar ,"Ali-pašina br. 19, 71000 Sarajevo","43.8601876 N
18.4115661 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3732?return=&page=4&search=idgrad:undefined:86|,26/4/2013,"A, B, D(v), F(ii), G(i,v)","Zgrada Radničkog doma (Kinoteka) u Sarajevu, izvedena 1882. godine, predstavlja industrijski objekat iz austrougarskog perioda koji je 1911. godine adaptiran u prvi Radnički dom na Balkanu. Zgrada je prvobitno izgrađena kao zgrada pivare vlasnika Georga Aschenbrenera. Godine 1963. postaje sjedište značajne kulturne institucije “Kinoteke”, gdje se skladište trake najznačajnijih filmskih ostvarenja Bosne i Hercegovine iz druge polovine XX vijeka. Kino-sala i kafana “Kinoteke” su bile sastajalište fimskih radnika koji su obilježili epohu filmskog stvaralaštva Bosne i Hercegovine.",Zgrada Radničkog doma (Kinoteka) predstavlja industrijski objekat iz austrougarskog perioda koji je 1911. godine adaptiran u prvi Radnički dom na Balkanu. ,Javni objekat,1882. godina,Arhitekta nepoznat
Marijin Dvor,Istorijska građevina – Zgrada Marijin Dvora u Sarajevu,"Marijin Dvor building, the historic building",Sarajevo - Centar ,"Maršala Tita br. 1, Kralja Tvrtka, Augusta Brauna, Dolina, 71000 Sarajevo","43.8566238 N
18.4082795 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3000?return=&page=4&search=idgrad:undefined:86|,21/11/2007,"A, B, C(i,ii,iii,iv,v), D(iv), E(iii,v), F(ii,iii), G(i,ii,iii,iv), H(i), I(i,ii,iii,iv)","Marienhof (Marijin dvor) pretstavlja tipičan primjer italijanske neorenesanse, najveća je stambeno-poslovna palata iz austrougarskog perioda izgrađena u Sarajevu i služila je kao ogledna zgrada - musterhaus za gradnju drugih objekata ovog tipa. Proizvođač građevinskog materijala, August Braun završio je 1899. godine faznu izgradnju palate koju je nazvao po svojoj supruzi Mariji, a po kojoj je taj dio Sarajeva dobio ime. Braun je bio austrijski industrijalac koji je sa Austro-ugarskom upravom došao u Sarajevo. Sve do 1908. godine Marijin dvor je bila jedina stambeno-poslovna palata ovog tipa u Sarajevu. Arhitekta je nepoznat, a od originalnih crteža pronađen je samo jedan nepotpisan.",Marienhof (Marijin Dvor) predstavlja tipičan primjer italijanske neorenesanse. Najveća je stambeno-poslovna palata iz austrougarskog perioda izgrađena u Sarajevu.,Stambeno-poslovni objekat,1899. godina,Arhitekta nepoznat
Historijski muzej,Istorijska građevina – Zgrada Muzeja revolucije (zgrada Historijskog muzeja) Bosne i Hercegovine,"Museum of the Revolution (History Museum) of Bosnia and Herzegovina, the historic building",Sarajevo - Novo Sarajevo ,"Zmaja od Bosne br. 5, 71000 Sarajevo","43.8551624 N
18.4007433 E
",http://aplikacija.kons.gov.ba/kons/public/nacionalnispomenici/show/3652?return=&page=4&search=idgrad:undefined:86|,Decision is not available  for this data,Decision is not available  for this data,"Objekat predstavlja jednu od najznačajnijih izvedbi u oblasti savremenog stvaralaštva druge polovine XX vijeka Bosne i Hercegovine i šire, kada se osjetio veliki privredni zamah, koji je uticao i na oblasti kulture, odnosno arhitektonskog stvaralaštva. Radovi na izgradnji muzeja počeli su 1959. godine, a završeni su 1963. godine. Tokom svog postojanja Historijski muzej Bosne i Hercegovine upriličio je više od 200 muzejskih izložbi i tri stalne muzejske postavke. Proteklih decenija objekat Historijskog muzeja BiH bio je zapušten, prokišnjavao je krov i nisu radile instalacije grijanja. Tokom posljednjih intervencija na zgradi Muzeja saniran je krov čime je djelomično zaštićen objekat od propadanja. ","Objekat predstavlja jednu od najznačajnijih izvedbi u oblasti savremenog stvaralaštva druge polovine XX vijeka Bosne i Hercegovine, i šire.",Muzej ,1963. godina,"Boris Magaš, Edo Šmidihen, Radovan Horvat"
